estado,trimestre,total,motivo_de_uso,tipo_de_arma,year
tamaulipas,1er,0,protección_a_parcela,cortas,2024
tlaxcala,1er,0,protección_a_parcela,cortas,2024
veracruz,1er,0,protección_a_parcela,cortas,2024
yucatan,1er,0,protección_a_parcela,cortas,2024
zacatecas,1er,0,protección_a_parcela,cortas,2024
aguascalientes,1er,0,protección_a_parcela,largas,2024
baja california,1er,1,protección_a_parcela,largas,2024
baja california sur,1er,0,protección_a_parcela,largas,2024
campeche,1er,5,protección_a_parcela,largas,2024
chiapas,1er,0,protección_a_parcela,largas,2024
chihuahua,1er,0,protección_a_parcela,largas,2024
cd. mex,1er,0,protección_a_parcela,largas,2024
coahuila,1er,0,protección_a_parcela,largas,2024
colima,1er,0,protección_a_parcela,largas,2024
durango,1er,1,protección_a_parcela,largas,2024
edo. mex.,1er,8,protección_a_parcela,largas,2024
guanajuato,1er,3,protección_a_parcela,largas,2024
guerrero,1er,1,protección_a_parcela,largas,2024
hidalgo,1er,0,protección_a_parcela,largas,2024
jalisco,1er,0,protección_a_parcela,largas,2024
michoacan,1er,11,protección_a_parcela,largas,2024
morelos,1er,6,protección_a_parcela,largas,2024
nayarit,1er,0,protección_a_parcela,largas,2024
nuevo  leon,1er,0,protección_a_parcela,largas,2024
oaxaca,1er,2,protección_a_parcela,largas,2024
puebla,1er,0,protección_a_parcela,largas,2024
queretaro,1er,0,protección_a_parcela,largas,2024
q. roo,1er,0,protección_a_parcela,largas,2024
s.l.p.,1er,1,protección_a_parcela,largas,2024
sinaloa,1er,0,protección_a_parcela,largas,2024
sonora,1er,0,protección_a_parcela,largas,2024
tabasco,1er,0,protección_a_parcela,largas,2024
tamaulipas,1er,3,protección_a_parcela,largas,2024
tlaxcala,1er,0,protección_a_parcela,largas,2024
veracruz,1er,0,protección_a_parcela,largas,2024
yucatan,1er,4,protección_a_parcela,largas,2024
zacatecas,1er,0,protección_a_parcela,largas,2024
aguascalientes,1er,0,colección,cortas,2024
baja california,1er,2,colección,cortas,2024
baja california sur,1er,0,colección,cortas,2024
campeche,1er,2,colección,cortas,2024
chiapas,1er,6,colección,cortas,2024
chihuahua,1er,0,colección,cortas,2024
cd. mex,1er,0,colección,cortas,2024
coahuila,1er,0,colección,cortas,2024
colima,1er,2,colección,cortas,2024
durango,1er,0,colección,cortas,2024
edo. mex.,1er,24,colección,cortas,2024
guanajuato,1er,2,colección,cortas,2024
guerrero,1er,22,colección,cortas,2024
hidalgo,1er,0,colección,cortas,2024
jalisco,1er,2,colección,cortas,2024
michoacan,1er,26,colección,cortas,2024
morelos,1er,0,colección,cortas,2024
nayarit,1er,0,colección,cortas,2024
nuevo  leon,1er,0,colección,cortas,2024
oaxaca,1er,2,colección,cortas,2024
puebla,1er,0,colección,cortas,2024
queretaro,1er,0,colección,cortas,2024
q. roo,1er,0,colección,cortas,2024
s.l.p.,1er,0,colección,cortas,2024
sinaloa,1er,4,colección,cortas,2024
sonora,1er,4,colección,cortas,2024
tabasco,1er,0,colección,cortas,2024
tamaulipas,1er,0,colección,cortas,2024
tlaxcala,1er,0,colección,cortas,2024
veracruz,1er,0,colección,cortas,2024
yucatan,1er,4,colección,cortas,2024
zacatecas,1er,0,colección,cortas,2024
aguascalientes,1er,0,colección,largas,2024
baja california,1er,0,colección,largas,2024
baja california sur,1er,0,colección,largas,2024
campeche,1er,0,colección,largas,2024
chiapas,1er,0,colección,largas,2024
chihuahua,1er,0,colección,largas,2024
cd. mex,1er,0,colección,largas,2024
coahuila,1er,0,colección,largas,2024
colima,1er,0,colección,largas,2024
durango,1er,0,colección,largas,2024
edo. mex.,1er,35,colección,largas,2024
guanajuato,1er,0,colección,largas,2024
guerrero,1er,0,colección,largas,2024
hidalgo,1er,0,colección,largas,2024
jalisco,1er,0,colección,largas,2024
michoacan,1er,0,colección,largas,2024
morelos,1er,0,colección,largas,2024
nayarit,1er,0,colección,largas,2024
nuevo  leon,1er,0,colección,largas,2024
oaxaca,1er,0,colección,largas,2024
puebla,1er,0,colección,largas,2024
queretaro,1er,0,colección,largas,2024
q. roo,1er,0,colección,largas,2024
s.l.p.,1er,0,colección,largas,2024
sinaloa,1er,0,colección,largas,2024
sonora,1er,0,colección,largas,2024
tabasco,1er,0,colección,largas,2024
tamaulipas,1er,0,colección,largas,2024
tlaxcala,1er,0,colección,largas,2024
veracruz,1er,0,colección,largas,2024
yucatan,1er,0,colección,largas,2024
zacatecas,1er,0,colección,largas,2024
